id,imdb_id,title,original_title,release_year,release_date,runtime_minutes,genres,production_companies,production_countries,spoken_languages,belongs_to_collection,popularity,vote_average,vote_count,budget,revenue,overview,tagline,status,original_language,adult,video,keywords,has_mpst_synopsis
34723,tt0106223,The Adventures of Huck Finn,The Adventures of Huck Finn,1993,1993-04-02,108.0,"[""Action"",""Adventure"",""Drama"",""Family""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English"",""Français"",""Deutsch"",""Pусский""]",,4.048513,6.2,43,6500000,0,"Climb aboard for an extraordinary version of Mark Twain's sweeping adventure when Walt Disney presents The Adventures of Huck Finn, starring Elijah Wood (The Lord of the Rings). Directed by Stephen Sommers (The Mummy, The Mummy Returns), it's the unforgettable saga of a mischievous youngster and a runaway slave",For anyone who has ever dreamed of running away from it all,Released,en,False,False,"[""southern accent"",""wanted man"",""lynch mob"",""reflection in water"",""lesson"",""nosebleed"",""bloodhound"",""fake accent"",""grave digging""]",True
35114,tt0377770,Destino,Destino,2003,2003-08-05,7.0,"[""Animation""]","[""Walt Disney Pictures"",""Walt Disney Animation Studios""]","[""France"",""United States of America""]","[""English"",""No Language""]",,1.64689,7.0,37,1500000,0,"To a song of love lost and rediscovered, a woman sees and undergoes surreal transformations. From the melting clocks and hourglass sand, to the figure rendered in strips, to the character covered in eyeballs, the style and themes of Dalí are clearly recognizable throughout.  Destino is an animated short film released in 2003 by The Walt Disney Company. Destino is unique in that its production originally began in 1945, 58 years before its eventual completion. The project was originally a collaboration between Walt Disney and Spanish Surrealist painter Salvador Dalí, and features music written by Mexican songwriter Armando Dominguez and performed by Dora Luz. It was included in the Animation Show of Shows in 2003.",,Released,en,False,False,"[""surrealism""]",False
36797,tt0120029,RocketMan,RocketMan,1997,1997-10-10,95.0,"[""Comedy"",""Family"",""Science Fiction""]","[""Walt Disney Pictures"",""Caravan Pictures""]","[""United States of America""]","[""English""]",,5.345663,5.4,36,16000000,0,"Fred Z. Randall is geeky and obnoxious spacecraft designer, who gets the chance to make his dream come true and travel to Mars as a member of the first manned flight there.",He's just taking up space!,Released,en,False,False,"[""astronaut"",""chimpanzee""]",False
37108,tt0113538,A Kid in King Arthur's Court,A Kid in King Arthur's Court,1995,1995-08-11,89.0,"[""Adventure"",""Fantasy"",""Comedy"",""Science Fiction"",""Family""]","[""Walt Disney Pictures"",""Trimark Pictures""]",[],"[""English""]",,5.874511,4.3,40,0,0,"A Southern California kid named Calvin Fuller is magically transported to the medieval kingdom of Camelot through a crack in the ground caused by an earthquake. Once there, he learns he was summoned by the wizard Merlin, who needs Calvin to save Camelot. Using dazzling modern inventions, can Calvin help King Arthur retain his crown and thwart the evil Lord Belasco?",Joust Do It.,Released,en,False,False,"[""time travel"",""kids"",""medieval times""]",True
37135,tt0120855,Tarzan,Tarzan,1999,1999-06-18,88.0,"[""Adventure"",""Animation"",""Drama"",""Family""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English""]",Tarzan (Animation) Collection,12.453452,7.1,1715,150000000,448000000,"Tarzan was a small orphan who was raised by an ape named Kala since he was a child. He believed that this was his family, but on an expedition Jane Porter is rescued by Tarzan. He then finds out that he's human. Now Tarzan must make the decision as to which family he should belong to...",An immortal legend. As you've only imagined.,Released,en,False,False,"[""gorilla"",""baby"",""adoption"",""feral child"",""nest"",""animation"",""jungle"",""camp"",""orphan""]",True
37933,tt0495596,Tales from Earthsea,ゲド戦記,2006,2006-07-29,115.0,"[""Adventure"",""Fantasy"",""Animation"",""Science Fiction""]","[""Walt Disney Pictures"",""Studio Ghibli"",""Hakuhodo DY Media Partners"",""Mitsubishi"",""Nibariki"",""GNDHDDT"",""Nippon Television Network (NTV)""]","[""Japan""]","[""日本語""]",,9.409701,6.5,278,22000000,68000000,"Something bizarre has come over the land. The kingdom is deteriorating. People are beginning to act strange... What's even more strange is that people are beginning to see dragons, which shouldn't enter the world of humans. Due to all these bizarre events, Ged, a wandering wizard, is investigating the cause. During his journey, he meets Prince Arren, a young distraught teenage boy. While Arren may look like a shy young teen, he has a severe dark side, which grants him strength, hatred, ruthlessness and has no mercy, especially when it comes to protecting Teru. For the witch Kumo this is a perfect opportunity. She can use the boy's ""fears"" against the very one who would help him, Ged.","Once Man and Dragon were one. Man chose Land and Sea, Dragon chose Wind and Fire.",Released,ja,False,False,"[""based on novel"",""magic"",""fantasy"",""dragon"",""cuentos"",""terramar"",""anime""]",False
37969,tt0057180,The Incredible Journey,The Incredible Journey,1963,1963-11-20,80.0,"[""Adventure"",""Family""]","[""Walt Disney Pictures""]","[""Canada"",""United States of America""]","[""English""]",,1.791587,6.3,22,0,0,"The story of three pets, a cat and two dogs, who lose their owners when they are all on vacation. Can they find their way home?",Three against the wilderness... nothing could stop them - only instinct to guide them across 200 perilous miles of Canadian wilderness!,Released,en,False,False,"[""cat"",""bear"",""dog""]",False
38580,tt0816562,The Little Matchgirl,The Little Matchgirl,2006,2006-09-07,7.0,"[""Drama"",""Animation""]","[""Walt Disney Pictures"",""Walt Disney Animation Studios""]","[""United States of America""]",[],,3.529071,7.3,33,0,0,"An animated short based on Hans Christian Andersen's tale about a poor young girl with a burning desire to find comfort and happiness in her life. Desperate to keep warm, the girl lights the matches she sells, and envisions a very different life for herself in the fiery flames filled with images of loving relatives, bountiful food, and a place to call home.",,Released,en,False,False,"[""winter"",""disney short"",""based on short story""]",False
38757,tt0398286,Tangled,Tangled,2010,2010-11-24,100.0,"[""Animation"",""Family""]","[""Walt Disney Pictures"",""Walt Disney Animation Studios""]","[""United States of America""]","[""English""]",Tangled Collection,14.684761,7.4,3419,260000000,591794936,"When the kingdom's most wanted-and most charming-bandit Flynn Rider hides out in a mysterious tower, he's taken hostage by Rapunzel, a beautiful and feisty tower-bound teen with 70 feet of magical, golden hair. Flynn's curious captor, who's looking for her ticket out of the tower where she's been locked away for years, strikes a deal with the handsome thief and the unlikely duo sets off on an action-packed escapade, complete with a super-cop horse, an over-protective chameleon and a gruff gang of pub thugs.",They're taking adventure to new lengths.,Released,en,False,False,"[""hostage"",""magic"",""horse"",""fairy tale"",""musical"",""princess"",""animation"",""tower"",""blonde woman"",""selfishness"",""healing power"",""based on fairy tale"",""duringcreditsstinger"",""healing gift"",""animal sidekick""]",True
39486,tt1028576,Secretariat,Secretariat,2010,2010-08-20,123.0,"[""Drama""]","[""Walt Disney Pictures"",""Fast Track Productions"",""Mayhem Pictures""]","[""United States of America""]","[""English""]",,7.681383,6.8,103,35000000,60251371,"Housewife and mother Penny Chenery agrees to take over her ailing father's Virginia-based Meadow Stables, despite her lack of horse-racing knowledge. Against all odds, Chenery - with the help of veteran trainer Lucien Laurin - manages to navigate the male-dominated business, ultimately fostering the first Triple Crown winner in 25 years.",The Impossible True Story,Released,en,False,False,"[""horse race"",""horseback riding"",""biography""]",True
40454,tt0060420,"Follow Me, Boys!","Follow Me, Boys!",1966,1966-12-01,131.0,"[""Drama"",""Family""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English""]",,4.249146,4.9,7,0,0,"Lem Siddons is part of a traveling band who has a dream of becoming a lawyer. Deciding to settle down, he finds a job as a stockboy in the general store of a small town. Trying to fit in, he volunteers to become scoutmaster of the newly formed Troop 1. Becoming more and more involved with the scout troop, he finds his plans to become a lawyer being put on the back burner, until he realizes that his life has been fulfilled helping the youth of the small town.",IT CAPTURES ALL...all the happiness and heartbreak of being America's #1 hometown hero.,Released,en,False,False,[],False
40490,tt0113755,Man of the House,Man of the House,1995,1995-03-03,96.0,"[""Action"",""Comedy"",""Family""]","[""Walt Disney Pictures""]",[],"[""English""]",,2.558118,5.1,40,0,0,"Ben Archer is not happy. His mother, Sandy, has just met a man, and it looks like things are pretty serious. Driven by a fear of abandonment, Ben tries anything and everything to ruin the ""love bubble"" which surrounds his mom. However, after Ben and Jack's experiences in the Indian Guides, the two become much closer.",Jack wants to marry Ben's mother. But there are strings attached.,Released,en,False,False,[],False
40619,tt1620446,Day & Night,Day & Night,2010,2010-06-17,6.0,"[""Animation"",""Family""]","[""Walt Disney Pictures"",""Pixar Animation Studios""]","[""United States of America""]",[],,6.345512,7.6,272,0,0,"When Day, a sunny fellow, encounters Night, a stranger of distinctly darker moods, sparks fly! Day and Night are frightened and suspicious of each other at first, and quickly get off on the wrong foot. But as they discover each other's unique qualities--and come to realize that each of them offers a different window onto the same world-the friendship helps both to gain a new perspective.",,Released,en,False,False,"[""short"",""pixar animation""]",False
40688,tt0120645,Meet the Deedles,Meet the Deedles,1998,1998-03-27,93.0,"[""Animation"",""Comedy"",""Family""]","[""Walt Disney Pictures""]",[],"[""English""]",,7.336354,4.1,19,24000000,4562146,Two surfers end up as Yellowstone park rangers and have to stop a former ranger who is out for revenge.,Fish out of water...Surfers in Yellowstone,Released,en,False,False,[],False
41841,tt0111359,Tall Tale,Tall Tale,1995,1995-03-24,98.0,"[""Adventure""]","[""Walt Disney Pictures"",""Caravan Pictures""]","[""United States of America""]","[""English""]",,1.283015,6.6,15,32000000,0,"A young boy draws on the inspiration of legendary western characters to find the strength to fight an evil land baron in the old west who wants to steal his family's farm and destroy their idyllic community. When Daniel Hackett sees his father Jonas gravely wounded by the villainous Stiles, his first urge is for his family to flee the danger, and give up their life on a farm which Daniel has come to despise anyway. Going alone to a lake to try to decide what to do, he falls asleep on a boat and wakes to find himself in the wild west, in the company of such ""tall tale"" legends as Pecos Bill, Paul Bunyan, John Henry and Calamity Jane. Together, they battle the same villains Daniel is facing in his ""real"" world, ending with a heroic confrontation in which the boy stands up to Stiles and his henchmen, and rallies his neighbors to fight back against land grabbers who want to destroy their town.",Sometime the hero ends up being you!,Released,en,False,False,[],True
42981,tt0113104,Frank and Ollie,Frank and Ollie,1995,1995-10-20,89.0,"[""Documentary""]","[""Walt Disney Pictures"",""Theodore Thomas Productions""]","[""United States of America""]",[],,0.142357,7.5,4,0,0,"Before computer graphics, special effects wizardry, and out-of-this world technology, the magic of animation flowed from the pencils of two of the greatest animators The Walt Disney Company ever produced -- Frank Thomas and Ollie Johnston. Frank and Ollie, the talent behind BAMBI, PINOCCHIO, LADY AND THE TRAMP, THE JUNGLE BOOK, and others, set the standard for such modern-day hits as THE LION KING. It was their creative genius that helped make Disney synonymous with brilliant animation, magnificent music, and emotional storytelling. Take a journey with these extraordinary artists as they share secrets, insights, and the inspiration behind some of the greatest animated movies the world has ever known!",,Released,en,False,False,"[""film history"",""animation filmmaking""]",False
